search_term_id,keyword_id,ad_group_id,campaign_id,customer_id,search_term,keyword_text,match_type,search_term_match_type,date,clicks,impressions,cost_micros,conversions,conversion_value,ctr,avg_cpc_micros,created_at
132,6265362093_183978226496_*,183978226496,22837421944,6265362093,new broadcast in whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
133,6265362093_183978226496_*,183978226496,22837421944,6265362093,what does whatsapp broadcast do,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
134,6265362093_183978226496_*,183978226496,22837421944,6265362093,what is a broadcast in whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
135,6265362093_183978226496_*,183978226496,22837421944,6265362093,what is broadcast in whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
136,6265362093_183978226496_*,183978226496,22837421944,6265362093,what is the whatsapp broadcast,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
137,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp mass message,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
138,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp message bulk,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
139,6265362093_183978226496_*,183978226496,22837421944,6265362093,broadcast in whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
140,6265362093_183978226496_*,183978226496,22837421944,6265362093,broadcast on whatsapp web,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,1,1,68692348,0.0,0.0,1.0,68692348.0,2025-09-15 16:54:28
141,6265362093_183978226496_*,183978226496,22837421944,6265362093,broadcast whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
142,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to make broadcast in whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
143,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to make broadcast on whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
144,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to start broadcast on whatsapp,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
145,6265362093_183978226496_*,183978226496,22837421944,6265362093,what is whatsapp broadcast,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
146,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp bulk messages,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
147,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp for bulk message,whatsapp broadcast,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
148,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp api integration,whatsapp api integration,EXACT,EXACT,2025-08-19,1,1,81740000,0.0,0.0,1.0,81740000.0,2025-09-15 16:54:28
149,6265362093_183978226496_*,183978226496,22837421944,6265362093,wa integration,whatsapp api integration,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
150,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp business api link,whatsapp api integration,EXACT,NEAR_EXACT,2025-08-19,1,1,72870991,0.0,0.0,1.0,72870991.0,2025-09-15 16:54:28
151,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp chat api,whatsapp api integration,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
152,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp developer api,whatsapp api integration,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
153,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp integration,whatsapp api integration,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
154,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp api chat,whatsapp api to send messages,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
155,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp api send message to number,whatsapp api to send messages,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
156,6265362093_183978226496_*,183978226496,22837421944,6265362093,ai for whatsapp chat,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-19,1,1,65720000,0.0,0.0,1.0,65720000.0,2025-09-15 16:54:28
157,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp bot,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
158,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp chatbot,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
159,6265362093_183978226496_*,183978226496,22837421944,6265362093,ai for whatsapp chat,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
160,6265362093_183978226496_*,183978226496,22837421944,6265362093,ai whatsapp chat,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-20,1,1,75030422,0.0,0.0,1.0,75030422.0,2025-09-15 16:54:28
161,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp ai chatbot,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
162,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp bot,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
163,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp chat ai,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
164,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp using ai,whatsapp api chatbot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
165,6265362093_183978226496_*,183978226496,22837421944,6265362093,gupshup apis,gupshup whatsapp api,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
166,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp automation business,whatsapp business bot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
167,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp bot for business,whatsapp business bot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
168,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp business automation,whatsapp business bot,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
169,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp api send message,send whatsapp message via api,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
170,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp api send message to number,send whatsapp message via api,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
171,6265362093_183978226496_*,183978226496,22837421944,6265362093,broadcast whatsapp business,whatsapp broadcast for business,EXACT,NEAR_EXACT,2025-08-19,1,1,82050000,0.0,0.0,1.0,82050000.0,2025-09-15 16:54:28
172,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to send broadcast message on whatsapp business,whatsapp broadcast for business,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
173,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp business broadcast message,whatsapp broadcast for business,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
174,6265362093_183978226496_*,183978226496,22837421944,6265362093,broadcast whatsapp business,whatsapp broadcast for business,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
175,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp business broadcast,whatsapp business broadcast,EXACT,EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
176,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp business broadcast,whatsapp business broadcast,EXACT,EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
177,6265362093_183978226496_*,183978226496,22837421944,6265362093,broadcast list whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
178,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to broadcast in whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
179,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to create broadcast group in whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
180,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to create broadcast list on whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
181,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to do whatsapp broadcast,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
182,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to send a message in whatsapp to multiple people,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
183,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to send broadcast message on whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
184,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to send bulk whatsapp messages,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
185,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to send whatsapp message to many people at a time,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
186,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to use whatsapp broadcast,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
187,6265362093_183978226496_*,183978226496,22837421944,6265362093,send bulk messages on whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
188,6265362093_183978226496_*,183978226496,22837421944,6265362093,send bulk whatsapp message,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,1,1,68110000,1.0,0.0,1.0,68110000.0,2025-09-15 16:54:28
189,6265362093_183978226496_*,183978226496,22837421944,6265362093,send whatsapp bulk message,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
190,6265362093_183978226496_*,183978226496,22837421944,6265362093,what is broadcast in whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
191,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp sms blast,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
192,6265362093_183978226496_*,183978226496,22837421944,6265362093,broadcasting in whatsapp,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-21,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
193,6265362093_183978226496_*,183978226496,22837421944,6265362093,how to make whatsapp broadcast,sending broadcast on whatsapp,EXACT,NEAR_EXACT,2025-08-21,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
194,6265362093_183978226496_*,183978226496,22837421944,6265362093,api whatsapp,whatsapp api for sending messages,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
195,6265362093_183978226496_*,183978226496,22837421944,6265362093,api whatsapp send message link,whatsapp api for sending messages,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
196,6265362093_183978226496_*,183978226496,22837421944,6265362093,whatsapp send message api,whatsapp api for sending messages,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
197,6265362093_183978226496_*,183978226496,22837421944,6265362093,wati website,wati whatsapp,EXACT,NEAR_EXACT,2025-08-19,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
198,6265362093_183978226496_*,183978226496,22837421944,6265362093,interact whatsapp api,interakt whatsapp api,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
199,6265362093_183978226496_*,183978226496,22837421944,6265362093,wati software,whatsapp api wati,EXACT,NEAR_EXACT,2025-08-20,0,1,0,0.0,0.0,0.0,0.0,2025-09-15 16:54:28
