keyword_id,ad_group_id,campaign_id,customer_id,keyword_text,match_type,status,quality_score,creative_quality_score,landing_page_quality_score,search_predicted_ctr,cpc_bid_micros,first_page_cpc_micros,first_position_cpc_micros,top_of_page_cpc_micros,approval_status,system_serving_status,is_negative,bid_modifier,created_at
5032737756_144435051072_299251004799,144435051072,19055094938,5032737756,Diary,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_301606369565,144435051072,19055094938,5032737756,Buy Notebooks,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_301818913132,144435051072,19055094938,5032737756,best daily journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_302768190642,144435051072,19055094938,5032737756,journal journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_303720545408,144435051072,19055094938,5032737756,writing diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_306001158657,144435051072,19055094938,5032737756,personal diary journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_314469116347,144435051072,19055094938,5032737756,a5 journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_315873362761,144435051072,19055094938,5032737756,Daily Diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_324874287061,144435051072,19055094938,5032737756,embossed leather journal personalized,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_329537003244,144435051072,19055094938,5032737756,customized diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_355456212651,144435051072,19055094938,5032737756,customised leather diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_413307949604,144435051072,19055094938,5032737756,Buy Diaries,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_443686323829,144435051072,19055094938,5032737756,Buy Journals,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_486205521318,144435051072,19055094938,5032737756,personalized diary with name,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_815548204928,144435051072,19055094938,5032737756,2022 diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_843179263588,144435051072,19055094938,5032737756,eagle diaries,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_855037593550,144435051072,19055094938,5032737756,journaling diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_871965235831,144435051072,19055094938,5032737756,leather diary with name,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_887828268683,144435051072,19055094938,5032737756,customized personal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_936426380874,144435051072,19055094938,5032737756,2023 diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_961180983291,144435051072,19055094938,5032737756,Diaries & Journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1003096111820,144435051072,19055094938,5032737756,leather diary 2021 a5,BROAD,ENABLED,,,,,,,,,APPROVED,RARELY_SERVED,0,,2025-09-15 16:54:31
5032737756_144435051072_1021796148211,144435051072,19055094938,5032737756,diary 2023,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1598926292808,144435051072,19055094938,5032737756,2023 journal,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1677405848377,144435051072,19055094938,5032737756,leather diary 2023,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1707329615178,144435051072,19055094938,5032737756,2023 daily diary,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1915729068641,144435051072,19055094938,5032737756,Daily Diary 2023,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1915729068681,144435051072,19055094938,5032737756,Eagle Diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_144435051072_1915729068841,144435051072,19055094938,5032737756,leather diary 2023 a5,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_10368680,156434921013,19055094938,5032737756,leather diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_20164551,156434921013,19055094938,5032737756,academic journal,BROAD,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_24171741,156434921013,19055094938,5032737756,diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_43163571,156434921013,19055094938,5032737756,personal diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_48449741,156434921013,19055094938,5032737756,journal diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_64613101,156434921013,19055094938,5032737756,journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_101431594,156434921013,19055094938,5032737756,embossed leather journals,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_118474355,156434921013,19055094938,5032737756,daily diary planner,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_234939674,156434921013,19055094938,5032737756,calendar diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_306512366,156434921013,19055094938,5032737756,print your book,BROAD,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_350049038,156434921013,19055094938,5032737756,personalized leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_420734266,156434921013,19055094938,5032737756,Print Books,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_519255815,156434921013,19055094938,5032737756,diaries and journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1560528052,156434921013,19055094938,5032737756,custom leather notebooks,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_3380424895,156434921013,19055094938,5032737756,a5 leather diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_58874114390,156434921013,19055094938,5032737756,journal publication sites,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_180795688881,156434921013,19055094938,5032737756,book printing near me,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_295315624706,156434921013,19055094938,5032737756,executive leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_295825494851,156434921013,19055094938,5032737756,journal for publication,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_295825495891,156434921013,19055094938,5032737756,journal publications,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_295825498531,156434921013,19055094938,5032737756,online journal publication,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_295825502051,156434921013,19055094938,5032737756,publication journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_296110564240,156434921013,19055094938,5032737756,journal sites,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_296190274040,156434921013,19055094938,5032737756,leather journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_296310677739,156434921013,19055094938,5032737756,custom leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_296466999974,156434921013,19055094938,5032737756,daily diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_296631454202,156434921013,19055094938,5032737756,embossed diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_296837335845,156434921013,19055094938,5032737756,scientific journals online,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_296963110031,156434921013,19055094938,5032737756,daily journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_297054284351,156434921013,19055094938,5032737756,a5 leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_297054286711,156434921013,19055094938,5032737756,custom embossed leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_297076105151,156434921013,19055094938,5032737756,personalised leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_297076114231,156434921013,19055094938,5032737756,leather journal notebook,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_297497871593,156434921013,19055094938,5032737756,printing and binding near me,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_297777857006,156434921013,19055094938,5032737756,personal journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_298502223546,156434921013,19055094938,5032737756,diary journal notebook,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_299189347191,156434921013,19055094938,5032737756,nice leather journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_299251004799,156434921013,19055094938,5032737756,Diary,PHRASE,ENABLED,,,,,,,,,DISAPPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_301606369565,156434921013,19055094938,5032737756,Buy Notebooks,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_301818913132,156434921013,19055094938,5032737756,best daily journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_302768190642,156434921013,19055094938,5032737756,journal journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_303720545408,156434921013,19055094938,5032737756,writing diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_306001158657,156434921013,19055094938,5032737756,personal diary journal,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_313224916488,156434921013,19055094938,5032737756,book journal,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_314469116347,156434921013,19055094938,5032737756,a5 journal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_315873362761,156434921013,19055094938,5032737756,Daily Diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_324874287061,156434921013,19055094938,5032737756,embossed leather journal personalized,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_329537003244,156434921013,19055094938,5032737756,customized diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_355456212651,156434921013,19055094938,5032737756,customised leather diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_413307949604,156434921013,19055094938,5032737756,Buy Diaries,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_443686323829,156434921013,19055094938,5032737756,Buy Journals,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_486205521318,156434921013,19055094938,5032737756,personalized diary with name,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_815548204928,156434921013,19055094938,5032737756,2022 diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_843179263588,156434921013,19055094938,5032737756,eagle diaries,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_855037593550,156434921013,19055094938,5032737756,journaling diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_871965235831,156434921013,19055094938,5032737756,leather diary with name,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_887828268683,156434921013,19055094938,5032737756,customized personal diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_936426380874,156434921013,19055094938,5032737756,2023 diary,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_961180983291,156434921013,19055094938,5032737756,Diaries & Journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1003096111820,156434921013,19055094938,5032737756,leather diary 2021 a5,BROAD,ENABLED,,,,,,,,,APPROVED,RARELY_SERVED,0,,2025-09-15 16:54:31
5032737756_156434921013_1021796148211,156434921013,19055094938,5032737756,diary 2023,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1598926292808,156434921013,19055094938,5032737756,2023 journal,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1677405848377,156434921013,19055094938,5032737756,leather diary 2023,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1707329615178,156434921013,19055094938,5032737756,2023 daily diary,PHRASE,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1915638690416,156434921013,19055094938,5032737756,Daily Diary 2023,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1915638690456,156434921013,19055094938,5032737756,Eagle Diaries,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_156434921013_1915638690616,156434921013,19055094938,5032737756,leather diary 2023 a5,BROAD,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_12679810,169496442439,21900563224,5032737756,custom journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_22139570,169496442439,21900563224,5032737756,leather journal,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_28597246,169496442439,21900563224,5032737756,leather notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_52368766,169496442439,21900563224,5032737756,custom notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_155210364,169496442439,21900563224,5032737756,personalized journal,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_155210564,169496442439,21900563224,5032737756,personalized notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_256633339,169496442439,21900563224,5032737756,small diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_293729244,169496442439,21900563224,5032737756,personalised diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_539501163,169496442439,21900563224,5032737756,custom diary,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_662068399,169496442439,21900563224,5032737756,custom spiral notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_805950352,169496442439,21900563224,5032737756,luxury notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_821841703,169496442439,21900563224,5032737756,refillable leather journal,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_915486695,169496442439,21900563224,5032737756,personalised notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_1039586413,169496442439,21900563224,5032737756,personalized leather journal,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_1683688110,169496442439,21900563224,5032737756,spiral bound notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_4962015953,169496442439,21900563224,5032737756,cute notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_5002337205,169496442439,21900563224,5032737756,refillable notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_5224353114,169496442439,21900563224,5032737756,custom printed notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_7500702986,169496442439,21900563224,5032737756,personalised leather notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_22637334793,169496442439,21900563224,5032737756,dotted journal,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_23512883716,169496442439,21900563224,5032737756,leuchtturm notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_25674481579,169496442439,21900563224,5032737756,custom notebooks with logo,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_28609069158,169496442439,21900563224,5032737756,dotted notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_49653217226,169496442439,21900563224,5032737756,custom journals with logo,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_58307339899,169496442439,21900563224,5032737756,luxurious journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_91622679299,169496442439,21900563224,5032737756,personalized journals bulk,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_295750139906,169496442439,21900563224,5032737756,journal notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_297097901645,169496442439,21900563224,5032737756,small note books,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_297936604463,169496442439,21900563224,5032737756,grid notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_299762022379,169496442439,21900563224,5032737756,diary notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_300226719814,169496442439,21900563224,5032737756,journaling notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_300269665581,169496442439,21900563224,5032737756,journal cover,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_301324927801,169496442439,21900563224,5032737756,dot graph notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_305845485813,169496442439,21900563224,5032737756,diary and notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_306207798906,169496442439,21900563224,5032737756,journal with lock and key,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_307635404143,169496442439,21900563224,5032737756,notebooks and journals,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_308978459498,169496442439,21900563224,5032737756,diaries with lock and key,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_310375403904,169496442439,21900563224,5032737756,notebook with cover,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_310672395738,169496442439,21900563224,5032737756,journals for journaling,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_317829043118,169496442439,21900563224,5032737756,buy diaries online,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_324366822189,169496442439,21900563224,5032737756,rough notebooks,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_327879940513,169496442439,21900563224,5032737756,personalized notebooks with logo,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_330340511695,169496442439,21900563224,5032737756,personalized diary with lock,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_339768283101,169496442439,21900563224,5032737756,100 pages notebook price,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_392383528302,169496442439,21900563224,5032737756,100 pages notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_443778384655,169496442439,21900563224,5032737756,paper grid notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_488400463632,169496442439,21900563224,5032737756,blank notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_818631259098,169496442439,21900563224,5032737756,classmate custom notebook,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_1324824988926,169496442439,21900563224,5032737756,note books near me,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_169496442439_1493092586388,169496442439,21900563224,5032737756,personal diary books,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_12929821,170157390159,21943954018,5032737756,notebooks,EXACT,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_18118756,170157390159,21943954018,5032737756,journal,EXACT,PAUSED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_323291271346,170157390159,21943954018,5032737756,Diaries,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_338950320421,170157390159,21943954018,5032737756,top 10 corporate gifting companies in bangalore,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_423562727418,170157390159,21943954018,5032737756,premium diaries,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_493204242461,170157390159,21943954018,5032737756,eagle diaries price,EXACT,ENABLED,,,,,,,,,APPROVED,RARELY_SERVED,0,,2025-09-15 16:54:31
5032737756_170157390159_843179263908,170157390159,21943954018,5032737756,eagle diaries bangalore,EXACT,ENABLED,,,,,,,,,APPROVED,RARELY_SERVED,0,,2025-09-15 16:54:31
5032737756_170157390159_854659710670,170157390159,21943954018,5032737756,new year diary wholesale,EXACT,ENABLED,,,,,,,,,APPROVED,RARELY_SERVED,0,,2025-09-15 16:54:31
5032737756_170157390159_1078650910539,170157390159,21943954018,5032737756,best diary manufacturers in india,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_1187521623326,170157390159,21943954018,5032737756,new year diary manufacturers in bangalore,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_1453144296364,170157390159,21943954018,5032737756,customized diary with logo,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
5032737756_170157390159_1461542539824,170157390159,21943954018,5032737756,New Year Diaries,EXACT,ENABLED,,,,,,,,,APPROVED,ELIGIBLE,0,,2025-09-15 16:54:31
